time_period,region,roadmap_group,roadmap_invoice_qty,roadmap_invoice_qty_pct_change,roadmap_invoice_qty_pct_change_roll_mean,roadmap_invoice_qty_pct_change_realised_volatility,roadmap_invoice_qty_pct_change_ngtv_realised_volatility,h.01,h.02,h.03,h.04,h.05,h.06,h.07,h.08,h.09,h.10,h.11,h.12
2020-12-01,CHINA,C Series-23.8-Mainstream,80.0,-91.30434782608697,2706.660240957649,2797.964588783736,-2797.964588783736,46576638.69253974,46576637.19788479,46576636.163938165,46576635.4486924,46576634.95391202,46576634.61164138,46576634.3748713,46576634.21108258,46576634.09777964,46576634.01940088,46576633.96518138,46576633.92767435
2021-01-01,CHINA,C Series-23.8-Mainstream,715.0,793.75,2656.320497774553,1862.5704977745531,-1862.5704977745531,45388770.37519275,45388769.231046766,45388768.440344796,45388767.89390262,45388767.51626471,45388767.25528485,45388767.074925624,45388766.95028209,45388766.86414283,45388766.80461329,45388766.76347333,45388766.735042125
2021-02-01,CHINA,C Series-23.8-Mainstream,320.0,-55.244755244755254,2586.793183594571,2642.037938839326,-2642.037938839326,44283495.16998227,44283494.316615626,44283493.72740104,44283493.3205726,44283493.03967428,44283492.84572555,44283492.71181192,44283492.61935007,44283492.55550896,44283492.511429295,44283492.480994105,44283492.459979855
2021-03-01,CHINA,C Series-23.8-Mainstream,280.0,-12.5,2521.8108540047065,2534.3108540047065,-2534.3108540047065,43118652.66713572,43118652.02464761,43118651.58145274,43118651.27573239,43118651.064843364,43118650.91936996,43118650.81902092,43118650.749799125,43118650.702049226,43118650.66911086,43118650.64638963,43118650.6307163
2021-04-01,CHINA,C Series-23.8-Mainstream,0.0,-100.0,2457.86424780947,2557.86424780947,-2557.86424780947,42114856.03154498,42114855.57716219,42114855.263978146,42114855.04811555,42114854.89933191,42114854.79678256,42114854.72610026,42114854.677382365,42114854.643803485,42114854.62065919,42114854.60470694,42114854.59371184
2021-05-01,CHINA,C Series-23.8-Mainstream,120.0,19800.0,2870.7722419092443,16929.227758090754,-16929.227758090754,41150375.84936247,41150375.51000054,41150375.276275724,41150375.115305126,41150375.00444171,41150374.928088024,41150374.875501834,41150374.839284755,41150374.81434138,41150374.79716243,41150374.785330966,41150374.777182415
2021-06-01,CHINA,C Series-23.8-Mainstream,324.0,170.00000000000003,2807.963585120657,2637.963585120657,-2637.963585120657,40239721.98590504,40239721.73774084,40239721.566949636,40239721.449407965,40239721.368513614,40239721.31284062,40239721.274525434,40239721.24815621,40239721.23000842,40239721.217518784,40239721.20892318,40239721.20300753
2021-07-01,CHINA,C Series-23.8-Mainstream,760.0,134.56790123456793,2747.204592305064,2612.636691070496,-2612.636691070496,47822591.88272105,47822591.88272099,47822591.88272096,47822591.88272095,47822591.88272094,47822591.88272093,47822591.88272093,47822591.88272093,47822591.88272093,47822591.88272093,47822591.88272093,47822591.88272093
2021-08-01,CHINA,C Series-23.8-Mainstream,0.0,-100.0,2683.9333791427293,2783.9333791427293,-2783.9333791427293,45769157.56902264,45769157.48684649,45769157.429915175,45769157.39047338,45769157.363148265,45769157.34421753,45769157.3311024,45769157.322016284,45769157.31572146,45769157.31136043,45769157.30833913,45769157.30624598
2021-09-01,CHINA,C Series-23.8-Mainstream,0.0,0.0,2625.5870013352787,2625.5870013352787,-2625.5870013352787,44815231.880897366,44815231.81599768,44815231.77106602,44815231.73995871,44815231.718422346,44815231.703512184,44815231.69318951,44815231.68604287,44815231.68109507,44815231.677669585,44815231.675298035,44815231.67365615
