time_period,region,roadmap_group,roadmap_invoice_qty,roadmap_invoice_qty_pct_change,h.01,h.02,h.03,h.04,h.05,h.06,h.07,h.08,h.09,h.10,h.11,h.12
2020-05-01,PA,M6,0.0,0.0,883874.2521746705,883874.2521748815,883874.2521749884,883874.2521750426,883874.2521750701,883874.2521750841,883874.2521750911,883874.2521750947,883874.2521750964,883874.2521750974,883874.2521750978,883874.252175098
2020-06-01,PA,M6,0.0,0.0,863973.6043593981,863973.6043594386,863973.6043594591,863973.6043594696,863973.604359475,863973.6043594775,863973.6043594789,863973.6043594796,863973.60435948,863973.6043594801,863973.6043594802,863973.6043594803
2020-07-01,PA,M6,2.0,-98.0,846870.5890915629,846870.5890915979,846870.5890916158,846870.5890916247,846870.5890916293,846870.5890916316,846870.5890916327,846870.5890916333,846870.5890916337,846870.5890916338,846870.5890916339,846870.5890916339
2020-08-01,PA,M6,0.0,0.0,830380.4700093041,830380.4700093055,830380.4700093062,830380.4700093064,830380.4700093067,830380.4700093067,830380.4700093067,830380.4700093067,830380.4700093067,830380.4700093067,830380.4700093067,830380.4700093067
2020-09-01,PA,M6,0.0,0.0,816877.1218237096,816877.1218237381,816877.1218237525,816877.1218237597,816877.1218237635,816877.1218237653,816877.1218237663,816877.1218237667,816877.121823767,816877.1218237671,816877.1218237672,816877.1218237672
2020-10-01,PA,M6,0.0,0.0,801574.445862802,801574.4458628305,801574.4458628449,801574.4458628523,801574.445862856,801574.4458628579,801574.4458628588,801574.4458628593,801574.4458628595,801574.4458628595,801574.4458628595,801574.4458628595
2020-11-01,PA,M6,0.0,0.0,786594.738726346,786594.738726348,786594.7387263491,786594.7387263495,786594.7387263498,786594.73872635,786594.73872635,786594.73872635,786594.73872635,786594.73872635,786594.73872635,786594.73872635
2020-12-01,PA,M6,0.0,0.0,772266.180255811,772266.1802558111,772266.1802558112,772266.1802558112,772266.1802558112,772266.1802558112,772266.1802558112,772266.1802558112,772266.1802558112,772266.1802558112,772266.1802558112,772266.1802558112
2021-01-01,PA,M6,0.0,0.0,758433.0869913572,758433.0869913572,758433.0869913572,758433.0869913572,758433.0869913572,758433.0869913572,758433.0869913572,758433.0869913572,758433.0869913572,758433.0869913572,758433.0869913572,758433.0869913572
2021-02-01,PA,M6,0.0,0.0,745072.1174550944,745072.1174551774,745072.1174552192,745072.1174552403,745072.117455251,745072.1174552564,745072.1174552591,745072.1174552604,745072.1174552611,745072.1174552614,745072.1174552615,745072.1174552616
2021-03-01,PA,M6,0.0,0.0,732161.39621859,732161.3962187665,732161.3962188554,732161.3962189003,732161.3962189229,732161.3962189343,732161.39621894,732161.396218943,732161.3962189443,732161.396218945,732161.3962189455,732161.3962189457
2021-04-01,PA,M6,1.0,-50.0,719680.0448576405,719680.0448577744,719680.0448578419,719680.0448578759,719680.0448578931,719680.0448579018,719680.0448579062,719680.0448579083,719680.0448579094,719680.0448579099,719680.0448579101,719680.0448579104
2015-12-01,PA,MiniPC-N4,0.0,-100.0,,,,,,,,,,,,
2016-01-01,PA,MiniPC-N4,0.0,0.0,,,,,,,,,,,,
2016-02-01,PA,MiniPC-N4,0.0,0.0,,,,,,,,,,,,
2016-03-01,PA,MiniPC-N4,1078.0,72496.1432506887,52631904.005494475,26317202.002747238,13159851.001373619,6581175.500686809,3291837.7503434047,1647168.8751717024,824834.4375858512,413667.2187929256,208083.6093964628,105291.8046982314,53895.9023491157,28197.95117455785
2016-04-01,PA,MiniPC-N4,0.0,-100.0,1844.6250711580221,1843.5449320084422,1843.1160337906247,1842.9457282505296,1842.878103868375,1842.8512517938084,1842.8405894574503,1842.836355690844,1842.8346745602664,1842.834007022284,1842.8337419584252,1842.8336367077113
2016-05-01,PA,MiniPC-N4,686.0,72496.1432506887,1256075402.1911128,1260271021.8311703,1262833322.5666769,1264398141.5022388,1265353789.7862833,1265937412.3524747,1266293835.636495,1266511506.379114,1266644439.7600586,1266725623.3107588,1266775202.7982998,1266805481.4146402
